Sample_Name,Date,Wet_Sediment_Mass_g,Wet_Sediment_Mass_Added_Water_g,Dry_Sediment_Mass_g,Added_Water_Mass_g,Total_Water_Mass_g,Moisture
EC_094_INC-W5,5/11/2023,20.01,23.02,15.56,3.01,7.46,47.94344473
EC_094_INC-W5,5/12/2023,22.86,23.02,15.56,0.16,7.46,47.94344473
EC_094_INC-W5,5/16/2023,22.55,23.02,15.56,0.47,7.46,47.94344473
EC_094_INC-W5,5/19/2023,22.71,23.02,15.56,0.31,7.46,47.94344473
EC_094_INC-W5,5/23/2023,22.52,23.02,15.56,0.5,7.46,47.94344473
EC_094_INC-W5,5/27/2023,22.52,23.02,15.56,0.5,7.46,47.94344473
EC_094_INC-W5,5/30/2023,22.56,23.02,15.56,0.46,7.46,47.94344473
EC_095_INC-W5,6/15/2023,20.07,23.01,12.48,2.94,10.53,84.375
EC_095_INC-W5,6/16/2023,22.72,23.01,12.48,0.29,10.53,84.375
EC_095_INC-W5,6/21/2023,21.33,23.02,12.48,1.69,10.54,84.45512821
EC_095_INC-W5,6/23/2023,22.27,23,12.48,0.73,10.52,84.29487179
EC_095_INC-W5,6/27/2023,22.18,23.01,12.48,0.83,10.53,84.375
EC_095_INC-W5,6/30/2023,22.42,23.01,12.48,0.59,10.53,84.375
EC_095_INC-W5,7/3/2023,22.06,23.01,12.48,0.95,10.53,84.375
EC_005_INC-D1,11/10/2022,20.08,-9999,15.75,0,4.33,27.49206349
EC_005_INC-D1,11/11/2022,19.94,-9999,15.75,0,4.19,26.6031746
EC_005_INC-D1,11/15/2022,19.54,-9999,15.75,0,3.79,24.06349206
EC_005_INC-D1,11/18/2022,19.19,-9999,15.75,0,3.44,21.84126984
EC_005_INC-D1,11/23/2022,18.72,-9999,15.75,0,2.97,18.85714286
EC_005_INC-D1,11/29/2022,18.17,-9999,15.75,0,2.42,15.36507937
EC_009_INC-D1,4/20/2023,20.07,-9999,14.71,0,5.36,36.43779742
EC_009_INC-D1,4/21/2023,19.9,-9999,14.71,0,5.19,35.28212101
EC_009_INC-D1,4/25/2023,19.39,-9999,14.71,0,4.68,31.81509177
EC_009_INC-D1,4/28/2023,19.08,-9999,14.71,0,4.37,29.70768185
EC_009_INC-D1,5/2/2023,18.68,-9999,14.71,0,3.97,26.98844324
EC_009_INC-D1,5/5/2023,18.41,-9999,14.71,0,3.7,25.15295717
EC_009_INC-D1,5/9/2023,18.08,-9999,14.71,0,3.37,22.90958532
EC_011_INC-D1,8/25/2022,20.21,-9999,13.09,0,7.12,54.39266616
EC_011_INC-D1,8/31/2022,19.13,-9999,13.09,0,6.04,46.1420932
EC_011_INC-D1,9/2/2022,18.81,-9999,13.09,0,5.72,43.69747899
EC_011_INC-D1,9/6/2022,18.17,-9999,13.09,0,5.08,38.80825057
EC_011_INC-D1,9/9/2022,17.35,-9999,13.09,0,4.26,32.54392666
EC_011_INC-D1,9/13/2022,16.5,-9999,13.09,0,3.41,26.05042017
EC_012_INC-D1,8/25/2022,20.27,-9999,11.3,0,8.97,79.38053097
EC_012_INC-D1,8/31/2022,19,-9999,11.3,0,7.7,68.14159292
EC_012_INC-D1,9/2/2022,18.64,-9999,11.3,0,7.34,64.95575221
EC_012_INC-D1,9/6/2022,17.82,-9999,11.3,0,6.52,57.69911504
EC_012_INC-D1,9/9/2022,17.09,-9999,11.3,0,5.79,51.23893805
EC_012_INC-D1,9/13/2022,16.34,-9999,11.3,0,5.04,44.60176991
EC_013_INC-D1,7/14/2022,19.97,-9999,9.91,0,10.06,101.5136226
EC_013_INC-D1,7/19/2022,19.46,-9999,9.91,0,9.55,96.36730575
EC_013_INC-D1,7/22/2022,19.24,-9999,9.91,0,9.33,94.14732593
EC_013_INC-D1,7/26/2022,18.96,-9999,9.91,0,9.05,91.32189707
EC_013_INC-D1,7/29/2022,18.79,-9999,9.91,0,8.88,89.60645812
EC_013_INC-D1,8/2/2022,18.51,-9999,9.91,0,8.6,86.78102926
EC_014_INC-D1,6/16/2022,20.07,-9999,12.46,0,7.61,61.07544141
EC_014_INC-D1,6/17/2022,19.94,-9999,12.46,0,7.48,60.03210273
EC_014_INC-D1,6/21/2022,19.49,-9999,12.46,0,7.03,56.42054575
EC_014_INC-D1,6/24/2022,19.21,-9999,12.46,0,6.75,54.17335474
EC_014_INC-D1,6/28/2022,18.85,-9999,12.46,0,6.39,51.28410915
EC_014_INC-D1,7/1/2022,18.84,-9999,12.46,0,6.38,51.20385233
EC_017_INC-D1,11/17/2022,19.91,-9999,15.88,0,4.03,25.37783375
EC_017_INC-D1,11/18/2022,19.66,-9999,15.88,0,3.78,23.80352645
EC_017_INC-D1,11/23/2022,19.01,-9999,15.88,0,3.13,19.71032746
EC_017_INC-D1,11/29/2022,18.28,-9999,15.88,0,2.4,15.11335013
EC_017_INC-D1,12/2/2022,17.93,-9999,15.88,0,2.05,12.9093199
EC_017_INC-D1,12/6/2022,17.56,-9999,15.88,0,1.68,10.57934509
EC_018_INC-D1,6/16/2022,20,-9999,13.38,0,6.62,49.47683109
EC_018_INC-D1,6/17/2022,19.93,-9999,13.38,0,6.55,48.95366218
EC_018_INC-D1,6/21/2022,19.56,-9999,13.38,0,6.18,46.18834081
EC_018_INC-D1,6/24/2022,19.3,-9999,13.38,0,5.92,44.245142
EC_018_INC-D1,6/28/2022,18.94,-9999,13.38,0,5.56,41.55455904
EC_018_INC-D1,7/1/2022,18.93,-9999,13.38,0,5.55,41.47982063
EC_021_INC-D1,9/8/2022,20.09,-9999,15.95,0,4.14,25.95611285
EC_021_INC-D1,9/9/2022,19.67,-9999,15.95,0,3.72,23.32288401
EC_021_INC-D1,9/13/2022,19.32,-9999,15.95,0,3.37,21.12852665
EC_021_INC-D1,9/16/2022,19.07,-9999,15.95,0,3.12,19.56112853
EC_021_INC-D1,9/20/2022,18.66,-9999,15.95,0,2.71,16.99059561
EC_021_INC-D1,9/23/2022,18.33,-9999,15.95,0,2.38,14.92163009
EC_022_INC-D1,9/15/2022,20,-9999,15.64,0,4.36,27.87723785
EC_022_INC-D1,9/16/2022,19.85,-9999,15.64,0,4.21,26.91815857
EC_022_INC-D1,9/20/2022,19.44,-9999,15.64,0,3.8,24.29667519
EC_022_INC-D1,9/23/2022,19.08,-9999,15.64,0,3.44,21.99488491
EC_022_INC-D1,9/30/2022,18.56,-9999,15.64,0,2.92,18.67007673
EC_022_INC-D1,10/4/2022,18.23,-9999,15.64,0,2.59,16.5601023
EC_024_INC-D1,8/2/2022,20.07,-9999,17.21,0,2.86,16.61824521
EC_024_INC-D1,8/5/2022,19.85,-9999,17.21,0,2.64,15.33991865
EC_024_INC-D1,8/9/2022,19.47,-9999,17.21,0,2.26,13.13190006
EC_024_INC-D1,8/12/2022,19.23,-9999,17.21,0,2.02,11.737362
EC_024_INC-D1,8/16/2022,18.83,-9999,17.21,0,1.62,9.4131319
EC_024_INC-D1,8/19/2022,18.62,-9999,17.21,0,1.41,8.192911098
EC_027_INC-D1,7/14/2022,20.02,-9999,10.02,0,10,99.8003992
EC_027_INC-D1,7/19/2022,19.08,-9999,10.02,0,9.06,90.41916168
EC_027_INC-D1,7/22/2022,18.78,-9999,10.02,0,8.76,87.4251497
EC_027_INC-D1,7/26/2022,18.42,-9999,10.02,0,8.4,83.83233533
EC_027_INC-D1,7/29/2022,18.18,-9999,10.02,0,8.16,81.43712575
EC_027_INC-D1,8/2/2022,17.78,-9999,10.02,0,7.76,77.44510978
EC_032_INC-D1,10/6/2022,20.68,-9999,10.13,0,10.55,104.1461007
EC_032_INC-D1,10/10/2022,20.03,-9999,10.13,0,9.9,97.72951629
EC_032_INC-D1,10/14/2022,19.38,-9999,10.13,0,9.25,91.31293189
EC_032_INC-D1,10/21/2022,17.8,-9999,10.13,0,7.67,75.71569595
EC_032_INC-D1,10/25/2022,17.04,-9999,10.13,0,6.91,68.21322804
EC_033_INC-D1,9/8/2022,19.95,-9999,15.9,0,4.05,25.47169811
EC_033_INC-D1,9/9/2022,19.49,-9999,15.9,0,3.59,22.57861635
EC_033_INC-D1,9/13/2022,19.07,-9999,15.9,0,3.17,19.93710692
EC_033_INC-D1,9/16/2022,18.81,-9999,15.9,0,2.91,18.30188679
EC_033_INC-D1,9/20/2022,18.34,-9999,15.9,0,2.44,15.34591195
EC_033_INC-D1,9/23/2022,18.12,-9999,15.9,0,2.22,13.96226415
EC_034_INC-D1,9/1/2022,20.03,-9999,14.79,0,5.24,35.42934415
EC_034_INC-D1,9/2/2022,19.87,-9999,14.79,0,5.08,34.34753212
EC_034_INC-D1,9/6/2022,19.5,-9999,14.79,0,4.71,31.84584178
EC_034_INC-D1,9/9/2022,19.22,-9999,14.79,0,4.43,29.95267072
EC_034_INC-D1,9/13/2022,18.78,-9999,14.79,0,3.99,26.97768763
EC_034_INC-D1,9/16/2022,18.52,-9999,14.79,0,3.73,25.21974307
EC_034_INC-D1,9/20/2022,18.18,-9999,14.79,0,3.39,22.92089249
EC_035_INC-D1,10/20/2022,20.07,-9999,7.61,0,12.46,163.7319317
EC_035_INC-D1,10/21/2022,19.94,-9999,7.61,0,12.33,162.0236531
EC_035_INC-D1,10/25/2022,19.21,-9999,7.61,0,11.6,152.4310118
EC_035_INC-D1,10/31/2022,22.17,-9999,7.61,0,14.56,191.3272011
EC_035_INC-D1,11/4/2022,21.68,-9999,7.61,0,14.07,184.8883049
EC_035_INC-D1,11/8/2022,21.17,-9999,7.61,0,13.56,178.1865966
EC_037_INC-D1,11/3/2022,19.91,-9999,17.2,0,2.71,15.75581395
EC_037_INC-D1,11/4/2022,19.79,-9999,17.2,0,2.59,15.05813953
EC_037_INC-D1,11/8/2022,19.37,-9999,17.2,0,2.17,12.61627907
EC_037_INC-D1,11/11/2022,19.06,-9999,17.2,0,1.86,10.81395349
EC_037_INC-D1,11/15/2022,18.61,-9999,17.2,0,1.41,8.197674419
EC_037_INC-D1,11/18/2022,18.27,-9999,17.2,0,1.07,6.220930233
EC_038_INC-D1,11/3/2022,20.1,-9999,16.31,0,3.79,23.23727774
EC_038_INC-D1,11/4/2022,19.94,-9999,16.31,0,3.63,22.25628449
EC_038_INC-D1,11/8/2022,19.6,-9999,16.31,0,3.29,20.17167382
EC_038_INC-D1,11/11/2022,19.33,-9999,16.31,0,3.02,18.5162477
EC_038_INC-D1,11/15/2022,18.89,-9999,16.31,0,2.58,15.81851625
EC_038_INC-D1,11/18/2022,18.62,-9999,16.31,0,2.31,14.16309013
EC_039_INC-D1,10/27/2022,20.05,-9999,15.46,0,4.59,29.68952135
EC_039_INC-D1,10/31/2022,19.47,-9999,15.46,0,4.01,25.93790427
EC_039_INC-D1,11/4/2022,19.01,-9999,15.46,0,3.55,22.96248383
EC_039_INC-D1,11/8/2022,18.38,-9999,15.46,0,2.92,18.88745149
EC_039_INC-D1,11/11/2022,18.01,-9999,15.46,0,2.55,16.49417853
EC_039_INC-D1,11/15/2022,17.41,-9999,15.46,0,1.95,12.61319534
EC_040_INC-D1,10/20/2022,20.39,-9999,13.95,0,6.44,46.16487455
EC_040_INC-D1,10/21/2022,20.22,-9999,13.95,0,6.27,44.94623656
EC_040_INC-D1,10/25/2022,19.32,-9999,13.95,0,5.37,38.49462366
EC_040_INC-D1,10/31/2022,17.78,-9999,13.95,0,3.83,27.45519713
EC_040_INC-D1,11/4/2022,17.04,-9999,13.95,0,3.09,22.15053763
EC_040_INC-D1,11/8/2022,16.53,-9999,13.95,0,2.58,18.49462366
EC_041_INC-D1,10/13/2022,20.01,-9999,13.74,0,6.27,45.63318777
EC_041_INC-D1,10/14/2022,19.88,-9999,13.74,0,6.14,44.68704512
EC_041_INC-D1,10/21/2022,18.76,-9999,13.74,0,5.02,36.5356623
EC_041_INC-D1,10/25/2022,18.59,-9999,13.74,0,4.85,35.29839884
EC_041_INC-D1,10/31/2022,17.95,-9999,13.74,0,4.21,30.64046579
EC_042_INC-D1,10/13/2022,20.08,-9999,14.61,0,5.47,37.44010951
EC_042_INC-D1,10/14/2022,19.95,-9999,14.61,0,5.34,36.55030801
EC_042_INC-D1,10/21/2022,19.31,-9999,14.61,0,4.7,32.16974675
EC_042_INC-D1,10/25/2022,19.07,-9999,14.61,0,4.46,30.52703628
EC_042_INC-D1,10/31/2022,18.33,-9999,14.61,0,3.72,25.46201232
EC_044_INC-D1,12/8/2022,19.95,-9999,16.42,0,3.53,21.49817296
EC_044_INC-D1,12/13/2022,19.39,-9999,16.42,0,2.97,18.08769793
EC_044_INC-D1,12/16/2022,19.09,-9999,16.42,0,2.67,16.26065773
EC_044_INC-D1,12/20/2022,18.56,-9999,16.42,0,2.14,13.03288672
EC_044_INC-D1,12/22/2022,18.3,-9999,16.42,0,1.88,11.44945189
EC_044_INC-D1,12/27/2022,17.62,-9999,16.42,0,1.2,7.30816078
EC_051_INC-D1,1/26/2023,20.08,-9999,14.77,0,5.31,35.95125254
EC_051_INC-D1,1/27/2023,19.87,-9999,14.77,0,5.1,34.52945159
EC_051_INC-D1,1/31/2023,19.36,-9999,14.77,0,4.59,31.07650643
EC_051_INC-D1,2/3/2023,19.04,-9999,14.77,0,4.27,28.90995261
EC_051_INC-D1,2/7/2023,18.59,-9999,14.77,0,3.82,25.86323629
EC_051_INC-D1,2/10/2023,18.25,-9999,14.77,0,3.48,23.56127285
EC_052_INC-D1,3/23/2023,20.07,-9999,12.34,0,7.73,62.64181524
EC_052_INC-D1,3/24/2023,19.88,-9999,12.34,0,7.54,61.10210697
EC_052_INC-D1,3/28/2023,19.43,-9999,12.34,0,7.09,57.4554295
EC_052_INC-D1,3/31/2023,19.17,-9999,12.34,0,6.83,55.34846029
EC_052_INC-D1,4/4/2023,18.68,-9999,12.34,0,6.34,51.37763371
EC_052_INC-D1,4/7/2023,18.42,-9999,12.34,0,6.08,49.27066451
EC_052_INC-D1,4/11/2023,18.03,-9999,12.34,0,5.69,46.1102107
EC_053_INC-D1,5/18/2023,20.04,-9999,13.85,0,6.19,44.69314079
EC_053_INC-D1,5/19/2023,19.96,-9999,13.85,0,6.11,44.11552347
EC_053_INC-D1,5/23/2023,19.55,-9999,13.85,0,5.7,41.15523466
EC_053_INC-D1,5/27/2023,19.29,-9999,13.85,0,5.44,39.27797834
EC_053_INC-D1,5/30/2023,19.01,-9999,13.85,0,5.16,37.25631769
EC_053_INC-D1,6/2/2023,18.72,-9999,13.85,0,4.87,35.16245487
EC_053_INC-D1,6/6/2023,18.31,-9999,13.85,0,4.46,32.20216606
EC_056_INC-D1,12/8/2022,19.98,-9999,17.09,0,2.89,16.91047396
EC_056_INC-D1,12/13/2022,19.42,-9999,17.09,0,2.33,13.63370392
EC_056_INC-D1,12/16/2022,19.08,-9999,17.09,0,1.99,11.6442364
EC_056_INC-D1,12/20/2022,18.46,-9999,17.09,0,1.37,8.01638385
EC_056_INC-D1,12/22/2022,18.17,-9999,17.09,0,1.08,6.319485079
EC_056_INC-D1,12/27/2022,17.7,-9999,17.09,0,0.61,3.569338795
EC_057_INC-D1,2/9/2023,20.06,-9999,17.12,0,2.94,17.1728972
EC_057_INC-D1,2/10/2023,19.86,-9999,17.12,0,2.74,16.0046729
EC_057_INC-D1,2/17/2023,18.96,-9999,17.12,0,1.84,10.74766355
EC_057_INC-D1,2/21/2023,18.46,-9999,17.12,0,1.34,7.827102804
EC_057_INC-D1,2/24/2023,18.04,-9999,17.12,0,0.92,5.373831776
EC_057_INC-D1,2/28/2023,17.46,-9999,17.12,0,0.34,1.985981308
EC_063_INC-D1,11/17/2022,20.08,-9999,16.69,0,3.39,20.31156381
EC_063_INC-D1,11/18/2022,19.95,-9999,16.69,0,3.26,19.53265428
EC_063_INC-D1,11/23/2022,19.39,-9999,16.69,0,2.7,16.17735171
EC_063_INC-D1,11/29/2022,18.69,-9999,16.69,0,2,11.98322349
EC_063_INC-D1,12/2/2022,18.26,-9999,16.69,0,1.57,9.406830437
EC_063_INC-D1,12/6/2022,17.65,-9999,16.69,0,0.96,5.751947274
EC_064_INC-D1,12/15/2022,20.01,-9999,9,0,11.01,122.3333333
EC_064_INC-D1,12/16/2022,19.85,-9999,9,0,10.85,120.5555556
EC_064_INC-D1,12/20/2022,19.18,-9999,9,0,10.18,113.1111111
EC_064_INC-D1,12/22/2022,18.92,-9999,9,0,9.92,110.2222222
EC_064_INC-D1,12/27/2022,18.33,-9999,9,0,9.33,103.6666667
EC_064_INC-D1,12/30/2022,18.03,-9999,9,0,9.03,100.3333333
EC_064_INC-D1,1/3/2023,17.55,-9999,9,0,8.55,95
EC_065_INC-D1,5/4/2023,19.93,-9999,14.81,0,5.12,34.57123565
EC_065_INC-D1,5/5/2023,19.78,-9999,14.81,0,4.97,33.55840648
EC_065_INC-D1,5/9/2023,19.29,-9999,14.81,0,4.48,30.2498312
EC_065_INC-D1,5/12/2023,18.92,-9999,14.81,0,4.11,27.75151924
EC_065_INC-D1,5/16/2023,18.58,-9999,14.81,0,3.77,25.45577313
EC_065_INC-D1,5/19/2023,18.39,-9999,14.81,0,3.58,24.17285618
EC_065_INC-D1,5/23/2023,18.14,-9999,14.81,0,3.33,22.48480756
EC_066_INC-D1,12/1/2022,19.94,-9999,15.75,0,4.19,26.6031746
EC_066_INC-D1,12/2/2022,19.78,-9999,15.75,0,4.03,25.58730159
EC_066_INC-D1,12/6/2022,19.3,-9999,15.75,0,3.55,22.53968254
EC_066_INC-D1,12/13/2022,18.43,-9999,15.75,0,2.68,17.01587302
EC_066_INC-D1,12/16/2022,18.07,-9999,15.75,0,2.32,14.73015873
EC_066_INC-D1,12/20/2022,17.53,-9999,15.75,0,1.78,11.3015873
EC_068_INC-D1,3/9/2023,19.9,-9999,8.27,0,11.63,140.6287787
EC_068_INC-D1,3/10/2023,19.52,-9999,8.27,0,11.25,136.0338573
EC_068_INC-D1,3/14/2023,18.22,-9999,8.27,0,9.95,120.3143894
EC_068_INC-D1,3/17/2023,17.3,-9999,8.27,0,9.03,109.1898428
EC_068_INC-D1,3/21/2023,15.83,-9999,8.27,0,7.56,91.41475212
EC_068_INC-D1,3/24/2023,14.88,-9999,8.27,0,6.61,79.92744861
EC_068_INC-D1,3/28/2023,13.89,-9999,8.27,0,5.62,67.95646917
EC_069_INC-D1,1/26/2023,19.94,-9999,15.82,0,4.12,26.04298357
EC_069_INC-D1,1/27/2023,19.66,-9999,15.82,0,3.84,24.27307206
EC_069_INC-D1,1/31/2023,19.16,-9999,15.82,0,3.34,21.1125158
EC_069_INC-D1,2/3/2023,18.83,-9999,15.82,0,3.01,19.02654867
EC_069_INC-D1,2/7/2023,18.37,-9999,15.82,0,2.55,16.11883692
EC_069_INC-D1,2/10/2023,18.01,-9999,15.82,0,2.19,13.84323641
EC_070_INC-D1,1/12/2023,19.99,-9999,14.68,0,5.31,36.17166213
EC_070_INC-D1,1/20/2023,18.74,-9999,14.68,0,4.06,27.65667575
EC_070_INC-D1,1/27/2023,17.93,-9999,14.68,0,3.25,22.13896458
EC_070_INC-D1,1/31/2023,17.46,-9999,14.68,0,2.78,18.9373297
EC_071_INC-D1,4/6/2023,20.01,-9999,10.54,0,9.47,89.84819734
EC_071_INC-D1,4/7/2023,19.55,-9999,10.54,0,9.01,85.48387097
EC_071_INC-D1,4/11/2023,18.22,-9999,10.54,0,7.68,72.86527514
EC_071_INC-D1,4/14/2023,17.6,-9999,10.54,0,7.06,66.9829222
EC_071_INC-D1,4/18/2023,16.79,-9999,10.54,0,6.25,59.29791271
EC_071_INC-D1,4/21/2023,16.26,-9999,10.54,0,5.72,54.26944972
EC_071_INC-D1,4/25/2023,15.81,-9999,10.54,0,5.27,50
EC_072_INC-D1,1/19/2023,20.01,-9999,9.98,0,10.03,100.501002
EC_072_INC-D1,1/20/2023,19.75,-9999,9.98,0,9.77,97.89579158
EC_072_INC-D1,1/27/2023,18.06,-9999,9.98,0,8.08,80.96192385
EC_072_INC-D1,1/31/2023,17.37,-9999,9.98,0,7.39,74.04809619
EC_072_INC-D1,2/3/2023,16.96,-9999,9.98,0,6.98,69.93987976
EC_072_INC-D1,2/7/2023,16.44,-9999,9.98,0,6.46,64.72945892
EC_073_INC-D1,2/16/2023,19.97,-9999,10.86,0,9.11,83.88581952
EC_073_INC-D1,2/17/2023,19.81,-9999,10.86,0,8.95,82.41252302
EC_073_INC-D1,2/21/2023,19.4,-9999,10.86,0,8.54,78.63720074
EC_073_INC-D1,2/24/2023,19.09,-9999,10.86,0,8.23,75.78268877
EC_073_INC-D1,2/28/2023,18.58,-9999,10.86,0,7.72,71.08655617
EC_073_INC-D1,3/3/2023,18.24,-9999,10.86,0,7.38,67.9558011
EC_073_INC-D1,3/7/2023,17.73,-9999,10.86,0,6.87,63.25966851
EC_074_INC-D1,1/12/2023,19.98,-9999,16.71,0,3.27,19.56912029
EC_074_INC-D1,1/20/2023,19.18,-9999,16.71,0,2.47,14.78156792
EC_074_INC-D1,1/27/2023,18.41,-9999,16.71,0,1.7,10.17354877
EC_074_INC-D1,1/31/2023,17.88,-9999,16.71,0,1.17,7.001795332
EC_075_INC-D1,3/9/2023,19.97,-9999,14.68,0,5.29,36.03542234
EC_075_INC-D1,3/10/2023,19.64,-9999,14.68,0,4.96,33.78746594
EC_075_INC-D1,3/14/2023,18.33,-9999,14.68,0,3.65,24.86376022
EC_075_INC-D1,3/17/2023,17.63,-9999,14.68,0,2.95,20.09536785
EC_075_INC-D1,3/21/2023,16.9,-9999,14.68,0,2.22,15.1226158
EC_075_INC-D1,3/24/2023,16.57,-9999,14.68,0,1.89,12.8746594
EC_075_INC-D1,3/28/2023,16.13,-9999,14.68,0,1.45,9.877384196
EC_076_INC-D1,3/2/2023,20.16,-9999,15.64,0,4.52,28.90025575
EC_076_INC-D1,3/3/2023,19.83,-9999,15.64,0,4.19,26.79028133
EC_076_INC-D1,3/7/2023,18.88,-9999,15.64,0,3.24,20.71611253
EC_076_INC-D1,3/10/2023,18.09,-9999,15.64,0,2.45,15.66496164
EC_076_INC-D1,3/14/2023,17.2,-9999,15.64,0,1.56,9.974424552
EC_076_INC-D1,3/17/2023,16.69,-9999,15.64,0,1.05,6.713554987
EC_076_INC-D1,3/21/2023,16.2,-9999,15.64,0,0.56,3.58056266
EC_078_INC-D1,3/2/2023,19.92,-9999,11.99,0,7.93,66.13844871
EC_078_INC-D1,3/3/2023,19.72,-9999,11.99,0,7.73,64.47039199
EC_078_INC-D1,3/7/2023,18.96,-9999,11.99,0,6.97,58.13177648
EC_078_INC-D1,3/10/2023,18.64,-9999,11.99,0,6.65,55.46288574
EC_078_INC-D1,3/14/2023,18.16,-9999,11.99,0,6.17,51.45954962
EC_078_INC-D1,3/17/2023,17.81,-9999,11.99,0,5.82,48.54045038
EC_078_INC-D1,3/21/2023,17.34,-9999,11.99,0,5.35,44.6205171
EC_080_INC-D1,3/23/2023,20.04,-9999,4.3,0,15.74,366.0465116
EC_080_INC-D1,3/24/2023,19.82,-9999,4.3,0,15.52,360.9302326
EC_080_INC-D1,3/28/2023,18.77,-9999,4.3,0,14.47,336.5116279
EC_080_INC-D1,3/31/2023,18.32,-9999,4.3,0,14.02,326.0465116
EC_080_INC-D1,4/4/2023,17.69,-9999,4.3,0,13.39,311.3953488
EC_080_INC-D1,4/7/2023,17.37,-9999,4.3,0,13.07,303.9534884
EC_080_INC-D1,4/11/2023,16.78,-9999,4.3,0,12.48,290.2325581
EC_081_INC-D1,4/27/2023,20.04,-9999,14.91,0,5.13,34.40643863
EC_081_INC-D1,4/28/2023,19.83,-9999,14.91,0,4.92,32.99798793
EC_081_INC-D1,5/2/2023,19.51,-9999,14.91,0,4.6,30.85177733
EC_081_INC-D1,5/5/2023,19.27,-9999,14.91,0,4.36,29.24211938
EC_081_INC-D1,5/9/2023,18.94,-9999,14.91,0,4.03,27.0288397
EC_081_INC-D1,5/12/2023,18.62,-9999,14.91,0,3.71,24.88262911
EC_081_INC-D1,5/16/2023,18.3,-9999,14.91,0,3.39,22.73641851
EC_082_INC-D1,4/27/2023,19.93,-9999,15.12,0,4.81,31.81216931
EC_082_INC-D1,4/28/2023,19.66,-9999,15.12,0,4.54,30.02645503
EC_082_INC-D1,5/2/2023,19.03,-9999,15.12,0,3.91,25.85978836
EC_082_INC-D1,5/5/2023,18.79,-9999,15.12,0,3.67,24.27248677
EC_082_INC-D1,5/9/2023,18.43,-9999,15.12,0,3.31,21.89153439
EC_082_INC-D1,5/12/2023,18.12,-9999,15.12,0,3,19.84126984
EC_082_INC-D1,5/16/2023,17.88,-9999,15.12,0,2.76,18.25396825
EC_084_INC-D1,3/16/2023,19.94,-9999,14.16,0,5.78,40.81920904
EC_084_INC-D1,3/17/2023,19.67,-9999,14.16,0,5.51,38.91242938
EC_084_INC-D1,3/21/2023,19.05,-9999,14.16,0,4.89,34.53389831
EC_084_INC-D1,3/24/2023,18.73,-9999,14.16,0,4.57,32.2740113
EC_084_INC-D1,3/28/2023,18.22,-9999,14.16,0,4.06,28.67231638
EC_084_INC-D1,3/31/2023,17.95,-9999,14.16,0,3.79,26.76553672
EC_084_INC-D1,4/4/2023,17.44,-9999,14.16,0,3.28,23.16384181
EC_085_INC-D1,3/16/2023,19.94,-9999,14.89,0,5.05,33.91537945
EC_085_INC-D1,3/17/2023,19.72,-9999,14.89,0,4.83,32.43787777
EC_085_INC-D1,3/21/2023,18.61,-9999,14.89,0,3.72,24.98321021
EC_085_INC-D1,3/24/2023,18.08,-9999,14.89,0,3.19,21.42377435
EC_085_INC-D1,3/28/2023,17.39,-9999,14.89,0,2.5,16.78979181
EC_085_INC-D1,3/31/2023,16.98,-9999,14.89,0,2.09,14.03626595
EC_085_INC-D1,4/4/2023,16.4,-9999,14.89,0,1.51,10.14103425
EC_088_INC-D1,4/13/2023,19.99,-9999,13.73,0,6.26,45.59359068
EC_088_INC-D1,4/14/2023,19.62,-9999,13.73,0,5.89,42.89876184
EC_088_INC-D1,4/18/2023,18.58,-9999,13.73,0,4.85,35.32410779
EC_088_INC-D1,4/21/2023,17.39,-9999,13.73,0,3.66,26.65695557
EC_088_INC-D1,4/25/2023,16.15,-9999,13.73,0,2.42,17.62563729
EC_088_INC-D1,4/28/2023,15.6,-9999,13.73,0,1.87,13.61981063
EC_088_INC-D1,5/2/2023,15.06,-9999,13.73,0,1.33,9.686817189
EC_089_INC-D1,5/4/2023,20.01,-9999,15.5,0,4.51,29.09677419
EC_089_INC-D1,5/5/2023,19.95,-9999,15.5,0,4.45,28.70967742
EC_089_INC-D1,5/9/2023,19.61,-9999,15.5,0,4.11,26.51612903
EC_089_INC-D1,5/12/2023,19.32,-9999,15.5,0,3.82,24.64516129
EC_089_INC-D1,5/16/2023,18.99,-9999,15.5,0,3.49,22.51612903
EC_089_INC-D1,5/19/2023,18.8,-9999,15.5,0,3.3,21.29032258
EC_089_INC-D1,5/23/2023,18.44,-9999,15.5,0,2.94,18.96774194
EC_090_INC-D1,5/18/2023,19.99,-9999,16.94,0,3.05,18.00472255
EC_090_INC-D1,5/19/2023,19.92,-9999,16.94,0,2.98,17.59149941
EC_090_INC-D1,5/23/2023,19.6,-9999,16.94,0,2.66,15.70247934
EC_090_INC-D1,5/27/2023,19.24,-9999,16.94,0,2.3,13.57733176
EC_090_INC-D1,5/30/2023,18.96,-9999,16.94,0,2.02,11.9244392
EC_090_INC-D1,6/2/2023,18.64,-9999,16.94,0,1.7,10.03541913
EC_090_INC-D1,6/6/2023,18.17,-9999,16.94,0,1.23,7.260920897
EC_091_INC-D1,5/25/2023,19.98,-9999,15.09,0,4.89,32.4055666
EC_091_INC-D1,5/27/2023,19.72,-9999,15.09,0,4.63,30.68257124
EC_091_INC-D1,5/30/2023,19.32,-9999,15.09,0,4.23,28.03180915
EC_091_INC-D1,6/2/2023,18.87,-9999,15.09,0,3.78,25.04970179
