Sample_Name,Date,Wet_Sediment_Mass_g,Wet_Sediment_Mass_Added_Water_g,Dry_Sediment_Mass_g,Added_Water_Mass_g,Total_Water_Mass_g,Moisture
EC_091_INC-W1,5/30/2023,22.7,23.04,15.15,0.34,7.89,52.07920792
EC_091_INC-W1,6/2/2023,22.7,23.04,15.15,0.34,7.89,52.07920792
EC_091_INC-W1,6/6/2023,22.61,23.03,15.15,0.42,7.88,52.01320132
EC_091_INC-W1,6/9/2023,22.71,23.04,15.15,0.33,7.89,52.07920792
EC_091_INC-W1,6/13/2023,22.67,23.04,15.15,0.37,7.89,52.07920792
EC_092_INC-W1,5/25/2023,20,23.02,16.69,3.02,6.33,37.92690234
EC_092_INC-W1,5/27/2023,22.81,23.03,16.69,0.22,6.34,37.98681845
EC_092_INC-W1,5/30/2023,22.74,23.02,16.69,0.28,6.33,37.92690234
EC_092_INC-W1,6/2/2023,22.7,23.01,16.69,0.31,6.32,37.86698622
EC_092_INC-W1,6/6/2023,22.6,23.02,16.69,0.42,6.33,37.92690234
EC_092_INC-W1,6/9/2023,22.69,23.02,16.69,0.33,6.33,37.92690234
EC_092_INC-W1,6/13/2023,22.67,23.02,16.69,0.35,6.33,37.92690234
EC_093_INC-W1,5/11/2023,20,23.03,16.34,3.03,6.69,40.94247246
EC_093_INC-W1,5/12/2023,22.85,24.03,16.34,1.18,7.69,47.0624235
EC_093_INC-W1,5/16/2023,23.37,23.37,16.34,0,7.03,43.02325581
EC_093_INC-W1,5/19/2023,23.18,-9999,16.34,0,6.84,41.86046512
EC_093_INC-W1,5/23/2023,22.91,22.93,16.34,0.02,6.59,40.33047736
EC_093_INC-W1,5/27/2023,22.37,22.93,16.34,0.56,6.59,40.33047736
EC_093_INC-W1,5/30/2023,22.63,22.93,16.34,0.3,6.59,40.33047736
EC_094_INC-W1,5/11/2023,20.01,23.02,15.56,3.01,7.46,47.94344473
EC_094_INC-W1,5/12/2023,22.79,23.03,15.56,0.24,7.47,48.00771208
EC_094_INC-W1,5/16/2023,22.63,23.02,15.56,0.39,7.46,47.94344473
EC_094_INC-W1,5/19/2023,22.83,23.03,15.56,0.2,7.47,48.00771208
EC_094_INC-W1,5/23/2023,22.71,23.02,15.56,0.31,7.46,47.94344473
EC_094_INC-W1,5/27/2023,22.6,23.02,15.56,0.42,7.46,47.94344473
EC_094_INC-W1,5/30/2023,22.78,23.02,15.56,0.24,7.46,47.94344473
EC_095_INC-W1,6/15/2023,19.98,22.97,12.42,2.99,10.55,84.94363929
EC_095_INC-W1,6/16/2023,22.77,22.97,12.42,0.2,10.55,84.94363929
EC_095_INC-W1,6/21/2023,22.02,22.99,12.42,0.97,10.57,85.10466989
EC_095_INC-W1,6/23/2023,22.44,22.97,12.42,0.53,10.55,84.94363929
EC_095_INC-W1,6/27/2023,22.17,22.97,12.42,0.8,10.55,84.94363929
EC_095_INC-W1,6/30/2023,22.61,22.97,12.42,0.36,10.55,84.94363929
EC_095_INC-W1,7/3/2023,22.16,22.96,12.42,0.8,10.54,84.86312399
EC_005_INC-W2,11/10/2022,20.04,24.04,15.72,4,8.32,52.92620865
EC_005_INC-W2,11/11/2022,23.91,24.04,15.72,0.13,8.32,52.92620865
EC_005_INC-W2,11/15/2022,23.59,24.04,15.72,0.45,8.32,52.92620865
EC_005_INC-W2,11/18/2022,23.74,24.04,15.72,0.3,8.32,52.92620865
EC_005_INC-W2,11/23/2022,23.56,24.04,15.72,0.48,8.32,52.92620865
EC_005_INC-W2,11/29/2022,23.42,24.04,15.72,0.62,8.32,52.92620865
EC_009_INC-W2,4/20/2023,20,22.98,14.66,2.98,8.32,56.75306958
EC_009_INC-W2,4/21/2023,22.84,22.98,14.66,0.14,8.32,56.75306958
EC_009_INC-W2,4/25/2023,22.48,22.98,14.66,0.5,8.32,56.75306958
EC_009_INC-W2,4/28/2023,22.67,22.98,14.66,0.31,8.32,56.75306958
EC_009_INC-W2,5/2/2023,22.53,22.98,14.66,0.45,8.32,56.75306958
EC_009_INC-W2,5/5/2023,22.65,22.98,14.66,0.33,8.32,56.75306958
EC_009_INC-W2,5/9/2023,22.69,22.98,14.66,0.29,8.32,56.75306958
EC_011_INC-W2,8/25/2022,19.99,40.06,12.95,20.07,27.11,209.3436293
EC_011_INC-W2,8/31/2022,38.8,-9999,12.95,0,25.85,199.6138996
EC_011_INC-W2,9/2/2022,38.5,-9999,12.95,0,25.55,197.2972973
EC_011_INC-W2,9/6/2022,37.98,-9999,12.95,0,25.03,193.2818533
EC_011_INC-W2,9/9/2022,37.43,-9999,12.95,0,24.48,189.034749
EC_011_INC-W2,9/13/2022,36.59,-9999,12.95,0,23.64,182.5482625
EC_012_INC-W2,8/25/2022,19.95,40,11.12,20.05,28.88,259.7122302
EC_012_INC-W2,8/31/2022,38.45,-9999,11.12,0,27.33,245.7733813
EC_012_INC-W2,9/2/2022,38.08,-9999,11.12,0,26.96,242.4460432
EC_012_INC-W2,9/6/2022,37.17,-9999,11.12,0,26.05,234.2625899
EC_012_INC-W2,9/9/2022,36.67,-9999,11.12,0,25.55,229.7661871
EC_012_INC-W2,9/13/2022,36.07,-9999,11.12,0,24.95,224.3705036
EC_013_INC-W2,7/14/2022,20.05,23.01,9.95,2.96,13.06,131.2562814
EC_013_INC-W2,7/19/2022,22.63,23.01,9.95,0.38,13.06,131.2562814
EC_013_INC-W2,7/22/2022,22.8,23,9.95,0.2,13.05,131.1557789
EC_013_INC-W2,7/26/2022,22.73,23.01,9.95,0.28,13.06,131.2562814
EC_013_INC-W2,7/29/2022,22.81,23.01,9.95,0.2,13.06,131.2562814
EC_013_INC-W2,8/2/2022,22.76,23.01,9.95,0.25,13.06,131.2562814
EC_014_INC-W2,6/16/2022,19.97,22.95,12.39,2.98,10.56,85.23002421
EC_014_INC-W2,6/17/2022,22.88,22.95,12.39,0.07,10.56,85.23002421
EC_014_INC-W2,6/21/2022,22.63,22.95,12.39,0.32,10.56,85.23002421
EC_014_INC-W2,6/24/2022,22.69,22.95,12.39,0.26,10.56,85.23002421
EC_014_INC-W2,6/28/2022,22.56,22.94,12.39,0.38,10.55,85.14931396
EC_014_INC-W2,7/1/2022,22.59,22.94,12.39,0.35,10.55,85.14931396
EC_017_INC-W2,11/17/2022,19.98,24.46,15.93,4.48,8.53,53.54676711
EC_017_INC-W2,11/18/2022,24.34,24.46,15.93,0.12,8.53,53.54676711
EC_017_INC-W2,11/23/2022,23.88,24.46,15.93,0.58,8.53,53.54676711
EC_017_INC-W2,11/29/2022,23.77,24.46,15.93,0.69,8.53,53.54676711
EC_017_INC-W2,12/2/2022,24.09,24.46,15.93,0.37,8.53,53.54676711
EC_017_INC-W2,12/6/2022,23.84,24.46,15.93,0.62,8.53,53.54676711
EC_018_INC-W2,6/16/2022,19.95,22.94,13.34,2.99,9.6,71.96401799
EC_018_INC-W2,6/17/2022,22.87,22.94,13.34,0.07,9.6,71.96401799
EC_018_INC-W2,6/21/2022,22.6,22.94,13.34,0.34,9.6,71.96401799
EC_018_INC-W2,6/24/2022,22.65,22.94,13.34,0.29,9.6,71.96401799
EC_018_INC-W2,6/28/2022,22.51,22.94,13.34,0.43,9.6,71.96401799
EC_018_INC-W2,7/1/2022,22.05,22.93,13.34,0.88,9.59,71.88905547
EC_021_INC-W2,9/8/2022,20.02,25.04,15.89,5.02,9.15,57.58338578
EC_021_INC-W2,9/9/2022,24.92,25.04,15.89,0.12,9.15,57.58338578
EC_021_INC-W2,9/13/2022,24.66,25.04,15.89,0.38,9.15,57.58338578
EC_021_INC-W2,9/16/2022,24.77,25.04,15.89,0.27,9.15,57.58338578
EC_021_INC-W2,9/20/2022,24.6,25.04,15.89,0.44,9.15,57.58338578
EC_021_INC-W2,9/23/2022,24.32,25.04,15.89,0.72,9.15,57.58338578
EC_022_INC-W2,9/15/2022,20.04,23.93,15.67,3.89,8.26,52.7121889
EC_022_INC-W2,9/16/2022,23.8,23.93,15.67,0.13,8.26,52.7121889
EC_022_INC-W2,9/20/2022,23.53,23.93,15.67,0.4,8.26,52.7121889
EC_022_INC-W2,9/23/2022,23.62,23.93,15.67,0.31,8.26,52.7121889
EC_022_INC-W2,9/30/2022,23.33,23.93,15.67,0.6,8.26,52.7121889
EC_022_INC-W2,10/4/2022,23.52,23.93,15.67,0.41,8.26,52.7121889
EC_024_INC-W2,8/2/2022,19.9,22.93,17.06,3.03,5.87,34.40797186
EC_024_INC-W2,8/5/2022,22.74,22.93,17.06,0.19,5.87,34.40797186
EC_024_INC-W2,8/9/2022,22.41,22.93,17.06,0.52,5.87,34.40797186
EC_024_INC-W2,8/12/2022,22.6,22.92,17.06,0.32,5.86,34.34935522
EC_024_INC-W2,8/16/2022,22.42,22.93,17.06,0.51,5.87,34.40797186
EC_024_INC-W2,8/19/2022,22.52,22.93,17.06,0.41,5.87,34.40797186
EC_027_INC-W2,7/14/2022,19.97,22.57,10,2.6,12.57,125.7
EC_027_INC-W2,7/19/2022,21.54,22.56,10,1.02,12.56,125.6
EC_027_INC-W2,7/22/2022,22.26,22.57,10,0.31,12.57,125.7
EC_027_INC-W2,7/26/2022,22.27,22.57,10,0.3,12.57,125.7
EC_027_INC-W2,7/29/2022,22.36,22.57,10,0.21,12.57,125.7
EC_027_INC-W2,8/2/2022,22.23,22.57,10,0.34,12.57,125.7
EC_032_INC-W2,10/6/2022,19.91,23.87,9.75,3.96,14.12,144.8205128
EC_032_INC-W2,10/10/2022,22.99,23.87,9.75,0.88,14.12,144.8205128
EC_032_INC-W2,10/14/2022,23.06,23.86,9.75,0.8,14.11,144.7179487
EC_032_INC-W2,10/21/2022,22.26,23.87,9.75,1.61,14.12,144.8205128
EC_032_INC-W2,10/25/2022,22.7,23.87,9.75,1.17,14.12,144.8205128
EC_033_INC-W2,9/8/2022,20.17,25.51,16.08,5.34,9.43,58.64427861
EC_033_INC-W2,9/9/2022,25.36,25.51,16.08,0.15,9.43,58.64427861
EC_033_INC-W2,9/13/2022,25.17,25.51,16.08,0.34,9.43,58.64427861
EC_033_INC-W2,9/16/2022,25.26,25.51,16.08,0.25,9.43,58.64427861
EC_033_INC-W2,9/20/2022,24.98,25.51,16.08,0.53,9.43,58.64427861
EC_033_INC-W2,9/23/2022,25.16,25.16,16.08,0,9.08,56.46766169
EC_034_INC-W2,9/1/2022,20.02,23.03,14.78,3.01,8.25,55.81867388
EC_034_INC-W2,9/2/2022,22.88,23.02,14.78,0.14,8.24,55.75101488
EC_034_INC-W2,9/6/2022,22.65,23.03,14.78,0.38,8.25,55.81867388
EC_034_INC-W2,9/9/2022,22.68,23.03,14.78,0.35,8.25,55.81867388
EC_034_INC-W2,9/13/2022,22.51,23.03,14.78,0.52,8.25,55.81867388
EC_034_INC-W2,9/16/2022,22.69,23.03,14.78,0.34,8.25,55.81867388
EC_034_INC-W2,9/20/2022,22.43,23.03,14.78,0.6,8.25,55.81867388
EC_035_INC-W2,10/20/2022,20.09,23.08,7.62,2.99,15.46,202.8871391
EC_035_INC-W2,10/21/2022,22.96,23.08,7.62,0.12,15.46,202.8871391
EC_035_INC-W2,10/25/2022,22.56,23.07,7.62,0.51,15.45,202.7559055
EC_035_INC-W2,10/31/2022,22.29,23.07,7.62,0.78,15.45,202.7559055
EC_035_INC-W2,11/4/2022,22.31,23.08,7.62,0.77,15.46,202.8871391
EC_035_INC-W2,11/8/2022,22.3,23.08,7.62,0.78,15.46,202.8871391
EC_037_INC-W2,11/3/2022,20.19,25.12,17.44,4.93,7.68,44.03669725
EC_037_INC-W2,11/4/2022,25,25.12,17.44,0.12,7.68,44.03669725
EC_037_INC-W2,11/8/2022,24.69,25.12,17.44,0.43,7.68,44.03669725
EC_037_INC-W2,11/11/2022,24.77,25.12,17.44,0.35,7.68,44.03669725
EC_037_INC-W2,11/15/2022,24.42,25.12,17.44,0.7,7.68,44.03669725
EC_037_INC-W2,11/18/2022,24.7,25.12,17.44,0.42,7.68,44.03669725
EC_038_INC-W2,11/3/2022,19.83,24.83,16.09,5,8.74,54.31945308
EC_038_INC-W2,11/4/2022,24.68,24.83,16.09,0.15,8.74,54.31945308
EC_038_INC-W2,11/8/2022,24.46,24.83,16.09,0.37,8.74,54.31945308
EC_038_INC-W2,11/11/2022,24.44,24.83,16.09,0.39,8.74,54.31945308
EC_038_INC-W2,11/15/2022,24.22,24.83,16.09,0.61,8.74,54.31945308
EC_038_INC-W2,11/18/2022,24.42,24.83,16.09,0.41,8.74,54.31945308
EC_039_INC-W2,10/27/2022,19.9,21.88,15.34,1.98,6.54,42.63363755
EC_039_INC-W2,10/31/2022,21.5,21.87,15.34,0.37,6.53,42.5684485
EC_039_INC-W2,11/4/2022,21.49,21.88,15.34,0.39,6.54,42.63363755
EC_039_INC-W2,11/8/2022,21.5,21.88,15.34,0.38,6.54,42.63363755
EC_039_INC-W2,11/11/2022,21.59,21.88,15.34,0.29,6.54,42.63363755
EC_039_INC-W2,11/15/2022,21.43,21.88,15.34,0.45,6.54,42.63363755
EC_040_INC-W2,10/20/2022,20.28,22.85,13.87,2.57,8.98,64.74405191
EC_040_INC-W2,10/21/2022,22.63,22.85,13.87,0.22,8.98,64.74405191
EC_040_INC-W2,10/25/2022,21.75,22.84,13.87,1.09,8.97,64.67195386
EC_040_INC-W2,10/31/2022,21.27,22.85,13.87,1.58,8.98,64.74405191
EC_040_INC-W2,11/4/2022,21.55,22.85,13.87,1.3,8.98,64.74405191
EC_040_INC-W2,11/8/2022,21.98,22.85,13.87,0.87,8.98,64.74405191
EC_041_INC-W2,10/13/2022,20.08,23.55,13.79,3.47,9.76,70.77592458
EC_041_INC-W2,10/14/2022,23.43,23.56,13.79,0.13,9.77,70.8484409
EC_041_INC-W2,10/21/2022,22.77,23.55,13.79,0.78,9.76,70.77592458
EC_041_INC-W2,10/25/2022,22.99,23.55,13.79,0.56,9.76,70.77592458
EC_041_INC-W2,10/31/2022,22.69,23.55,13.79,0.86,9.76,70.77592458
EC_042_INC-W2,10/13/2022,20.08,23.07,14.61,2.99,8.46,57.90554415
EC_042_INC-W2,10/14/2022,22.94,23.07,14.61,0.13,8.46,57.90554415
EC_042_INC-W2,10/21/2022,22.42,23.07,14.61,0.65,8.46,57.90554415
EC_042_INC-W2,10/25/2022,22.65,23.06,14.61,0.41,8.45,57.83709788
EC_042_INC-W2,10/31/2022,22.42,23.07,14.61,0.65,8.46,57.90554415
EC_044_INC-W2,12/8/2022,19.96,23.47,16.43,3.51,7.04,42.84844796
EC_044_INC-W2,12/13/2022,22.92,23.47,16.43,0.55,7.04,42.84844796
EC_044_INC-W2,12/16/2022,23.15,23.47,16.43,0.32,7.04,42.84844796
EC_044_INC-W2,12/20/2022,22.88,23.47,16.43,0.59,7.04,42.84844796
EC_044_INC-W2,12/22/2022,23.16,23.47,16.43,0.31,7.04,42.84844796
EC_044_INC-W2,12/27/2022,22.7,23.47,16.43,0.77,7.04,42.84844796
EC_051_INC-W2,1/26/2023,20.07,24.04,14.76,3.97,9.28,62.87262873
EC_051_INC-W2,1/27/2023,23.84,24.04,14.76,0.2,9.28,62.87262873
EC_051_INC-W2,1/31/2023,23.55,24.04,14.76,0.49,9.28,62.87262873
EC_051_INC-W2,2/3/2023,23.72,24.05,14.76,0.33,9.29,62.9403794
EC_051_INC-W2,2/7/2023,23.56,24.04,14.76,0.48,9.28,62.87262873
EC_051_INC-W2,2/10/2023,23.68,24.04,14.76,0.36,9.28,62.87262873
EC_052_INC-W2,3/23/2023,20,22.97,12.3,2.97,10.67,86.74796748
EC_052_INC-W2,3/24/2023,22.84,22.97,12.3,0.13,10.67,86.74796748
EC_052_INC-W2,3/28/2023,22.54,22.97,12.3,0.43,10.67,86.74796748
EC_052_INC-W2,3/31/2023,22.66,22.97,12.3,0.31,10.67,86.74796748
EC_052_INC-W2,4/4/2023,22.46,22.97,12.3,0.51,10.67,86.74796748
EC_052_INC-W2,4/7/2023,22.67,22.97,12.3,0.3,10.67,86.74796748
EC_052_INC-W2,4/11/2023,22.38,22.97,12.3,0.59,10.67,86.74796748
EC_053_INC-W2,5/18/2023,19.97,23,13.8,3.03,9.2,66.66666667
EC_053_INC-W2,5/19/2023,22.9,23.01,13.8,0.11,9.21,66.73913043
EC_053_INC-W2,5/23/2023,22.56,23,13.8,0.44,9.2,66.66666667
EC_053_INC-W2,5/27/2023,22.53,23,13.8,0.47,9.2,66.66666667
EC_053_INC-W2,5/30/2023,22.57,23,13.8,0.43,9.2,66.66666667
EC_053_INC-W2,6/2/2023,22.57,22.99,13.8,0.42,9.19,66.5942029
EC_053_INC-W2,6/6/2023,22.5,22.99,13.8,0.49,9.19,66.5942029
EC_056_INC-W2,12/8/2022,19.92,24.42,17.04,4.5,7.38,43.30985915
EC_056_INC-W2,12/13/2022,23.76,24.42,17.04,0.66,7.38,43.30985915
EC_056_INC-W2,12/16/2022,24.08,24.42,17.04,0.34,7.38,43.30985915
EC_056_INC-W2,12/20/2022,23.89,24.42,17.04,0.53,7.38,43.30985915
EC_056_INC-W2,12/22/2022,24.15,24.42,17.04,0.27,7.38,43.30985915
EC_056_INC-W2,12/27/2022,23.99,24.42,17.04,0.43,7.38,43.30985915
EC_057_INC-W2,2/9/2023,20.06,25.09,17.12,5.03,7.97,46.55373832
EC_057_INC-W2,2/10/2023,24.97,25.08,17.12,0.11,7.96,46.4953271
EC_057_INC-W2,2/17/2023,24.29,25.09,17.12,0.8,7.97,46.55373832
EC_057_INC-W2,2/21/2023,24.6,25.09,17.12,0.49,7.97,46.55373832
EC_057_INC-W2,2/24/2023,24.72,25.09,17.12,0.37,7.97,46.55373832
EC_057_INC-W2,2/28/2023,24.57,25.09,17.12,0.52,7.97,46.55373832
EC_063_INC-W2,11/17/2022,20.04,24.53,16.66,4.49,7.87,47.23889556
EC_063_INC-W2,11/18/2022,24.32,24.53,16.66,0.21,7.87,47.23889556
EC_063_INC-W2,11/23/2022,23.88,24.53,16.66,0.65,7.87,47.23889556
EC_063_INC-W2,11/29/2022,23.81,24.53,16.66,0.72,7.87,47.23889556
EC_063_INC-W2,12/2/2022,24.14,24.53,16.66,0.39,7.87,47.23889556
EC_063_INC-W2,12/6/2022,23.96,24.53,16.66,0.57,7.87,47.23889556
EC_064_INC-W2,12/15/2022,20.01,22.99,9,2.98,13.99,155.4444444
EC_064_INC-W2,12/16/2022,22.83,22.99,9,0.16,13.99,155.4444444
EC_064_INC-W2,12/20/2022,22.42,23,9,0.58,14,155.5555556
EC_064_INC-W2,12/22/2022,22.73,22.99,9,0.26,13.99,155.4444444
EC_064_INC-W2,12/27/2022,22.29,22.99,9,0.7,13.99,155.4444444
EC_064_INC-W2,12/30/2022,22.67,22.99,9,0.32,13.99,155.4444444
EC_064_INC-W2,1/3/2023,22.5,22.99,9,0.49,13.99,155.4444444
EC_065_INC-W2,5/4/2023,19.99,22.04,14.85,2.05,7.19,48.41750842
EC_065_INC-W2,5/5/2023,21.93,22.04,14.85,0.11,7.19,48.41750842
EC_065_INC-W2,5/9/2023,21.62,22.05,14.85,0.43,7.2,48.48484848
EC_065_INC-W2,5/12/2023,21.77,22.03,14.85,0.26,7.18,48.35016835
EC_065_INC-W2,5/16/2023,21.76,22.04,14.85,0.28,7.19,48.41750842
EC_065_INC-W2,5/19/2023,21.88,22.05,14.85,0.17,7.2,48.48484848
EC_065_INC-W2,5/23/2023,21.61,22.04,14.85,0.43,7.19,48.41750842
EC_066_INC-W2,12/1/2022,19.93,25.86,15.74,5.93,10.12,64.29479034
EC_066_INC-W2,12/2/2022,25.74,25.86,15.74,0.12,10.12,64.29479034
EC_066_INC-W2,12/6/2022,25.32,25.86,15.74,0.54,10.12,64.29479034
EC_066_INC-W2,12/13/2022,24.97,25.85,15.74,0.88,10.11,64.23125794
EC_066_INC-W2,12/16/2022,25.51,25.84,15.74,0.33,10.1,64.16772554
EC_066_INC-W2,12/20/2022,25.15,25.86,15.74,0.71,10.12,64.29479034
EC_068_INC-W2,3/9/2023,20.02,22.99,8.32,2.97,14.67,176.3221154
EC_068_INC-W2,3/10/2023,22.39,22.99,8.32,0.6,14.67,176.3221154
EC_068_INC-W2,3/14/2023,21.64,22.99,8.32,1.35,14.67,176.3221154
EC_068_INC-W2,3/17/2023,22.14,22.99,8.32,0.85,14.67,176.3221154
EC_068_INC-W2,3/21/2023,22.37,22.99,8.32,0.62,14.67,176.3221154
EC_068_INC-W2,3/24/2023,22.44,22.99,8.32,0.55,14.67,176.3221154
EC_068_INC-W2,3/28/2023,22.26,22.99,8.32,0.73,14.67,176.3221154
EC_069_INC-W2,1/26/2023,20.07,24.54,15.93,4.47,8.61,54.04896422
EC_069_INC-W2,1/27/2023,24.25,24.54,15.93,0.29,8.61,54.04896422
EC_069_INC-W2,1/31/2023,23.88,24.54,15.93,0.66,8.61,54.04896422
EC_069_INC-W2,2/3/2023,24.19,24.54,15.93,0.35,8.61,54.04896422
EC_069_INC-W2,2/7/2023,24.01,24.54,15.93,0.53,8.61,54.04896422
EC_069_INC-W2,2/10/2023,24.2,24.54,15.93,0.34,8.61,54.04896422
EC_070_INC-W2,1/12/2023,19.93,23.44,14.63,3.51,8.81,60.21872864
EC_070_INC-W2,1/20/2023,22.56,23.45,14.63,0.89,8.82,60.28708134
EC_070_INC-W2,1/27/2023,22.57,23.43,14.63,0.86,8.8,60.15037594
EC_070_INC-W2,1/31/2023,22.69,23.44,14.63,0.75,8.81,60.21872864
EC_071_INC-W2,4/6/2023,20.03,22.01,10.55,1.98,11.46,108.6255924
EC_071_INC-W2,4/7/2023,21.75,22.01,10.55,0.26,11.46,108.6255924
EC_071_INC-W2,4/11/2023,20.8,22,10.55,1.2,11.45,108.5308057
EC_071_INC-W2,4/14/2023,20.9,22.01,10.55,1.11,11.46,108.6255924
EC_071_INC-W2,4/18/2023,21.28,22.01,10.55,0.73,11.46,108.6255924
EC_071_INC-W2,4/21/2023,20.98,22.01,10.55,1.03,11.46,108.6255924
EC_071_INC-W2,4/25/2023,20.67,22.01,10.55,1.34,11.46,108.6255924
EC_072_INC-W2,1/19/2023,19.91,22.81,9.93,2.9,12.88,129.7079557
EC_072_INC-W2,1/20/2023,22.42,22.8,9.93,0.38,12.87,129.6072508
EC_072_INC-W2,1/27/2023,20.97,22.81,9.93,1.84,12.88,129.7079557
EC_072_INC-W2,1/31/2023,21.81,22.81,9.93,1,12.88,129.7079557
EC_072_INC-W2,2/3/2023,22.2,22.81,9.93,0.61,12.88,129.7079557
EC_072_INC-W2,2/7/2023,22.01,22.81,9.93,0.8,12.88,129.7079557
EC_073_INC-W2,2/16/2023,20.05,23.03,10.9,2.98,12.13,111.2844037
EC_073_INC-W2,2/17/2023,22.91,23.03,10.9,0.12,12.13,111.2844037
EC_073_INC-W2,2/21/2023,22.63,23.03,10.9,0.4,12.13,111.2844037
EC_073_INC-W2,2/24/2023,22.72,23.03,10.9,0.31,12.13,111.2844037
EC_073_INC-W2,2/28/2023,22.58,23.03,10.9,0.45,12.13,111.2844037
EC_073_INC-W2,3/3/2023,22.71,23.02,10.9,0.31,12.12,111.1926606
EC_073_INC-W2,3/7/2023,22.5,23.03,10.9,0.53,12.13,111.2844037
EC_074_INC-W2,1/12/2023,19.99,23.44,16.72,3.45,6.72,40.19138756
EC_074_INC-W2,1/20/2023,22.78,23.45,16.72,0.67,6.73,40.25119617
EC_074_INC-W2,1/27/2023,22.7,23.44,16.72,0.74,6.72,40.19138756
EC_074_INC-W2,1/31/2023,22.9,23.44,16.72,0.54,6.72,40.19138756
EC_075_INC-W2,3/9/2023,19.98,22.94,14.69,2.96,8.25,56.16065351
EC_075_INC-W2,3/10/2023,22.8,22.94,14.69,0.14,8.25,56.16065351
EC_075_INC-W2,3/14/2023,22.26,22.95,14.69,0.69,8.26,56.22872703
EC_075_INC-W2,3/17/2023,22.57,22.94,14.69,0.37,8.25,56.16065351
EC_075_INC-W2,3/21/2023,22.47,22.94,14.69,0.47,8.25,56.16065351
EC_075_INC-W2,3/24/2023,22.56,22.94,14.69,0.38,8.25,56.16065351
EC_075_INC-W2,3/28/2023,22.02,22.94,14.69,0.92,8.25,56.16065351
EC_076_INC-W2,3/2/2023,20.16,25.03,15.64,4.87,9.39,60.03836317
EC_076_INC-W2,3/3/2023,24.69,25.02,15.64,0.33,9.38,59.97442455
EC_076_INC-W2,3/7/2023,24.49,25.03,15.64,0.54,9.39,60.03836317
EC_076_INC-W2,3/10/2023,24.59,25.03,15.64,0.44,9.39,60.03836317
EC_076_INC-W2,3/14/2023,24.51,25.03,15.64,0.52,9.39,60.03836317
EC_076_INC-W2,3/17/2023,24.66,25.03,15.64,0.37,9.39,60.03836317
EC_076_INC-W2,3/21/2023,24.48,25.03,15.64,0.55,9.39,60.03836317
EC_078_INC-W2,3/2/2023,20.08,23.05,12.09,2.97,10.96,90.65343259
EC_078_INC-W2,3/3/2023,22.69,23.05,12.09,0.36,10.96,90.65343259
EC_078_INC-W2,3/7/2023,21.69,23.05,12.09,1.36,10.96,90.65343259
EC_078_INC-W2,3/10/2023,22,23.05,12.09,1.05,10.96,90.65343259
EC_078_INC-W2,3/14/2023,22.13,23.05,12.09,0.92,10.96,90.65343259
EC_078_INC-W2,3/17/2023,22.58,23.05,12.09,0.47,10.96,90.65343259
EC_078_INC-W2,3/21/2023,22.38,23.05,12.09,0.67,10.96,90.65343259
EC_080_INC-W2,3/23/2023,19.99,20.98,4.29,0.99,16.69,389.044289
EC_080_INC-W2,3/24/2023,20.78,20.98,4.29,0.2,16.69,389.044289
EC_080_INC-W2,3/28/2023,20.49,20.98,4.29,0.49,16.69,389.044289
EC_080_INC-W2,3/31/2023,20.56,20.97,4.29,0.41,16.68,388.8111888
EC_080_INC-W2,4/4/2023,20.34,20.98,4.29,0.64,16.69,389.044289
EC_080_INC-W2,4/7/2023,20.63,20.98,4.29,0.35,16.69,389.044289
EC_080_INC-W2,4/11/2023,20.36,20.98,4.29,0.62,16.69,389.044289
EC_081_INC-W2,4/27/2023,20,22.93,14.88,2.93,8.05,54.09946237
EC_081_INC-W2,4/28/2023,22.74,22.93,14.88,0.19,8.05,54.09946237
EC_081_INC-W2,5/2/2023,22.49,22.93,14.88,0.44,8.05,54.09946237
EC_081_INC-W2,5/5/2023,22.64,22.93,14.88,0.29,8.05,54.09946237
EC_081_INC-W2,5/9/2023,22.62,22.94,14.88,0.32,8.06,54.16666667
EC_081_INC-W2,5/12/2023,22.62,22.93,14.88,0.31,8.05,54.09946237
EC_081_INC-W2,5/16/2023,22.51,22.93,14.88,0.42,8.05,54.09946237
EC_082_INC-W2,4/27/2023,19.96,22.9,15.14,2.94,7.76,51.25495376
EC_082_INC-W2,4/28/2023,22.68,22.89,15.14,0.21,7.75,51.18890357
EC_082_INC-W2,5/2/2023,22.46,22.9,15.14,0.44,7.76,51.25495376
EC_082_INC-W2,5/5/2023,22.67,22.9,15.14,0.23,7.76,51.25495376
EC_082_INC-W2,5/9/2023,22.52,22.9,15.14,0.38,7.76,51.25495376
EC_082_INC-W2,5/12/2023,22.57,22.91,15.14,0.34,7.77,51.32100396
EC_082_INC-W2,5/16/2023,22.51,22.9,15.14,0.39,7.76,51.25495376
EC_084_INC-W2,3/16/2023,19.97,22,14.18,2.03,7.82,55.14809591
EC_084_INC-W2,3/17/2023,21.78,22.81,14.18,1.03,8.63,60.86036671
EC_084_INC-W2,3/21/2023,22.34,22.81,14.18,0.47,8.63,60.86036671
EC_084_INC-W2,3/24/2023,22.46,22.8,14.18,0.34,8.62,60.78984485
EC_084_INC-W2,3/28/2023,22.29,22.81,14.18,0.52,8.63,60.86036671
EC_084_INC-W2,3/31/2023,22.46,22.81,14.18,0.35,8.63,60.86036671
EC_084_INC-W2,4/4/2023,22.2,22.81,14.18,0.61,8.63,60.86036671
